#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATP6V0D1	RHEB	9606.ENSP00000290949	9606.ENSP00000262187	0	0	0	0	0.063	0	0.600	0.260	0.698
ATP6V0D1	RRAGB	9606.ENSP00000290949	9606.ENSP00000262850	0	0	0	0	0.062	0	0.600	0.187	0.668
ATP6V0D1	TCIRG1	9606.ENSP00000290949	9606.ENSP00000265686	0.111	0	0	0	0.184	0.846	0.800	0.713	0.992
ATP6V0D1	ATP6V1C2	9606.ENSP00000290949	9606.ENSP00000272238	0	0	0	0	0.464	0.722	0.600	0.760	0.983
ATP6V0D1	ATP6V1A	9606.ENSP00000290949	9606.ENSP00000273398	0.219	0	0	0	0.344	0.838	0.800	0.845	0.996
ATP6V0D1	FLCN	9606.ENSP00000290949	9606.ENSP00000285071	0	0	0	0	0.062	0	0.900	0.190	0.917
ATP6V0D1	ATP6V0D2	9606.ENSP00000290949	9606.ENSP00000285393	0	0	0	0.971	0	0.637	0.900	0.528	0.962
ATP6V0D1	PSEN1	9606.ENSP00000290949	9606.ENSP00000326366	0	0	0	0	0	0	0	0.431	0.431
ATP6V0D1	STK11	9606.ENSP00000290949	9606.ENSP00000324856	0	0	0	0	0.062	0	0	0.451	0.463
ATP6V0D1	VPS35	9606.ENSP00000290949	9606.ENSP00000299138	0	0	0	0	0.557	0	0	0.101	0.584
ATP6V0D1	LAMTOR4	9606.ENSP00000290949	9606.ENSP00000343118	0	0	0	0	0.062	0	0.600	0.147	0.652
ATP6V0D1	RRAGD	9606.ENSP00000290949	9606.ENSP00000358423	0	0	0	0	0.065	0	0.600	0.203	0.675
ATP6V0D1	RRAGC	9606.ENSP00000290949	9606.ENSP00000362092	0	0	0	0	0.099	0	0.600	0.247	0.705
ATP6V0D1	MTOR	9606.ENSP00000290949	9606.ENSP00000354558	0	0	0	0	0.062	0	0.600	0.350	0.735
ATP6V0D1	LAMTOR2	9606.ENSP00000290949	9606.ENSP00000357288	0	0	0	0	0.077	0.270	0.600	0.142	0.737
ATP6V0D1	VPS39	9606.ENSP00000290949	9606.ENSP00000335193	0	0	0	0	0.544	0.368	0	0.165	0.738
ATP6V0D1	SH3BP4	9606.ENSP00000290949	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0.107	0.906
ATP6V0D1	SESN1	9606.ENSP00000290949	9606.ENSP00000393762	0	0	0	0	0.065	0	0.900	0.121	0.910
ATP6V0D1	ATP6V0E2	9606.ENSP00000290949	9606.ENSP00000411672	0	0	0	0	0.111	0.683	0.600	0.530	0.939
ATP6V0D1	ATP6V0E1	9606.ENSP00000290949	9606.ENSP00000429690	0	0	0	0	0.111	0.683	0.800	0.530	0.969
ATP6V0D1	ATP6V1G1	9606.ENSP00000290949	9606.ENSP00000363162	0	0	0	0	0.187	0.714	0.800	0.756	0.987
ATP6V0D1	ATP6V1C1	9606.ENSP00000290949	9606.ENSP00000379203	0	0	0	0	0.517	0.788	0.800	0.758	0.994
ATP6V0D1	ATP6V1H	9606.ENSP00000290949	9606.ENSP00000352522	0	0	0	0	0.496	0.839	0.900	0.811	0.998
ATP6V0D2	ATP6V1D	9606.ENSP00000285393	9606.ENSP00000216442	0.219	0	0	0	0.563	0.788	0.900	0.781	0.998
ATP6V0D2	NPRL2	9606.ENSP00000285393	9606.ENSP00000232501	0	0	0	0	0	0	0.900	0.208	0.917
ATP6V0D2	ATP6V1B1	9606.ENSP00000285393	9606.ENSP00000234396	0.167	0	0	0	0.626	0.753	0.600	0.758	0.991
ATP6V0D2	SESN2	9606.ENSP00000285393	9606.ENSP00000253063	0	0	0	0	0.065	0	0.900	0.189	0.917
ATP6V0D2	ATP6V1E1	9606.ENSP00000285393	9606.ENSP00000253413	0.167	0	0	0	0.241	0.714	0.720	0.709	0.982
ATP6V0D2	LAMTOR5	9606.ENSP00000285393	9606.ENSP00000256644	0	0	0	0	0	0	0.600	0.248	0.686
ATP6V0D2	RHEB	9606.ENSP00000285393	9606.ENSP00000262187	0	0	0	0	0.063	0	0.600	0.465	0.781
ATP6V0D2	RRAGB	9606.ENSP00000285393	9606.ENSP00000262850	0	0	0	0	0.062	0	0.600	0.187	0.668
ATP6V0D2	TCIRG1	9606.ENSP00000285393	9606.ENSP00000265686	0.111	0	0	0	0.184	0.858	0.800	0.765	0.994
ATP6V0D2	ATP6V1C2	9606.ENSP00000285393	9606.ENSP00000272238	0	0	0	0	0.464	0.722	0.600	0.737	0.982
ATP6V0D2	ATP6V1A	9606.ENSP00000285393	9606.ENSP00000273398	0.219	0	0	0	0.344	0.788	0.720	0.760	0.991
ATP6V0D2	FLCN	9606.ENSP00000285393	9606.ENSP00000285071	0	0	0	0	0.053	0	0.900	0.309	0.928
ATP6V0D2	SQSTM1	9606.ENSP00000285393	9606.ENSP00000374455	0	0	0	0	0.062	0	0	0.396	0.409
ATP6V0D2	LAMP2	9606.ENSP00000285393	9606.ENSP00000408411	0	0	0	0	0	0	0	0.570	0.570
ATP6V0D2	VPS35	9606.ENSP00000285393	9606.ENSP00000299138	0	0	0	0	0.557	0	0	0.142	0.603
ATP6V0D2	LAMTOR4	9606.ENSP00000285393	9606.ENSP00000343118	0	0	0	0	0.062	0	0.600	0.110	0.636
ATP6V0D2	PSEN1	9606.ENSP00000285393	9606.ENSP00000326366	0	0	0	0	0	0	0	0.642	0.642
ATP6V0D2	STK11	9606.ENSP00000285393	9606.ENSP00000324856	0	0	0	0	0.062	0	0	0.642	0.649
ATP6V0D2	LAMTOR2	9606.ENSP00000285393	9606.ENSP00000357288	0	0	0	0	0	0	0.600	0.248	0.686
ATP6V0D2	VPS39	9606.ENSP00000285393	9606.ENSP00000335193	0	0	0	0	0.544	0.368	0	0.194	0.747
ATP6V0D2	RRAGD	9606.ENSP00000285393	9606.ENSP00000358423	0	0	0	0	0.065	0	0.600	0.384	0.749
ATP6V0D2	RRAGC	9606.ENSP00000285393	9606.ENSP00000362092	0	0	0	0	0.065	0	0.600	0.546	0.815
ATP6V0D2	MTOR	9606.ENSP00000285393	9606.ENSP00000354558	0	0	0	0	0.062	0	0.600	0.612	0.841
ATP6V0D2	SESN1	9606.ENSP00000285393	9606.ENSP00000393762	0	0	0	0	0.065	0	0.900	0.110	0.909
ATP6V0D2	SH3BP4	9606.ENSP00000285393	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0.154	0.911
ATP6V0D2	ATP6V0E1	9606.ENSP00000285393	9606.ENSP00000429690	0	0	0	0	0.111	0.683	0.600	0.550	0.942
ATP6V0D2	ATP6V0E2	9606.ENSP00000285393	9606.ENSP00000411672	0	0	0	0	0.111	0.683	0.600	0.612	0.950
ATP6V0D2	ATP6V1G1	9606.ENSP00000285393	9606.ENSP00000363162	0	0	0	0	0.187	0.714	0.600	0.748	0.973
ATP6V0D2	ATP6V1C1	9606.ENSP00000285393	9606.ENSP00000379203	0	0	0	0	0.517	0.722	0.720	0.707	0.987
ATP6V0D2	ATP6V1H	9606.ENSP00000285393	9606.ENSP00000352522	0	0	0	0	0.496	0.788	0.900	0.787	0.997
ATP6V0E1	ATP6V1D	9606.ENSP00000429690	9606.ENSP00000216442	0	0	0	0	0.191	0.709	0.800	0.561	0.976
ATP6V0E1	NPRL2	9606.ENSP00000429690	9606.ENSP00000232501	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E1	ATP6V1B1	9606.ENSP00000429690	9606.ENSP00000234396	0	0	0	0	0.112	0.564	0.600	0.492	0.910
ATP6V0E1	SESN2	9606.ENSP00000429690	9606.ENSP00000253063	0	0	0	0	0.062	0	0.900	0	0.902
ATP6V0E1	ATP6V1E1	9606.ENSP00000429690	9606.ENSP00000253413	0	0	0	0	0.109	0.619	0.800	0.579	0.967
ATP6V0E1	LAMTOR5	9606.ENSP00000429690	9606.ENSP00000256644	0	0	0	0	0.099	0	0.600	0	0.624
ATP6V0E1	RHEB	9606.ENSP00000429690	9606.ENSP00000262187	0	0	0	0	0.062	0	0.600	0	0.608
ATP6V0E1	RRAGB	9606.ENSP00000429690	9606.ENSP00000262850	0	0	0	0	0	0	0.600	0.051	0.604
ATP6V0E1	TCIRG1	9606.ENSP00000429690	9606.ENSP00000265686	0	0	0	0	0.062	0.526	0.600	0.555	0.910
ATP6V0E1	ATP6V1C2	9606.ENSP00000429690	9606.ENSP00000272238	0	0	0	0	0.062	0.564	0.600	0.544	0.915
ATP6V0E1	ATP6V1A	9606.ENSP00000429690	9606.ENSP00000273398	0	0	0	0	0.062	0.709	0.800	0.533	0.971
ATP6V0E1	FLCN	9606.ENSP00000429690	9606.ENSP00000285071	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E1	LAMTOR4	9606.ENSP00000429690	9606.ENSP00000343118	0	0	0	0	0.088	0	0.600	0	0.619
ATP6V0E1	ATP6V1H	9606.ENSP00000429690	9606.ENSP00000352522	0	0	0	0	0.063	0.709	0.800	0.757	0.985
ATP6V0E1	MTOR	9606.ENSP00000429690	9606.ENSP00000354558	0	0	0	0	0	0	0.600	0	0.600
ATP6V0E1	LAMTOR2	9606.ENSP00000429690	9606.ENSP00000357288	0	0	0	0	0.106	0	0.600	0	0.627
ATP6V0E1	RRAGD	9606.ENSP00000429690	9606.ENSP00000358423	0	0	0	0	0.062	0	0.600	0.044	0.609
ATP6V0E1	RRAGC	9606.ENSP00000429690	9606.ENSP00000362092	0	0	0	0	0.062	0	0.600	0	0.608
ATP6V0E1	ATP6V1G1	9606.ENSP00000429690	9606.ENSP00000363162	0	0	0	0	0.236	0.709	0.800	0.581	0.978
ATP6V0E1	ATP6V1C1	9606.ENSP00000429690	9606.ENSP00000379203	0	0	0	0	0.062	0.709	0.800	0.609	0.975
ATP6V0E1	SH3BP4	9606.ENSP00000429690	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E1	SESN1	9606.ENSP00000429690	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E1	ATP6V0E2	9606.ENSP00000429690	9606.ENSP00000411672	0	0	0	0.908	0	0	0.800	0.909	0.816
ATP6V0E2	ATP6V1D	9606.ENSP00000411672	9606.ENSP00000216442	0	0	0	0	0.146	0.723	0.600	0.320	0.927
ATP6V0E2	NPRL2	9606.ENSP00000411672	9606.ENSP00000232501	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E2	ATP6V1B1	9606.ENSP00000411672	9606.ENSP00000234396	0	0	0	0	0.122	0.594	0.600	0.512	0.921
ATP6V0E2	SESN2	9606.ENSP00000411672	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E2	ATP6V1E1	9606.ENSP00000411672	9606.ENSP00000253413	0	0	0	0	0.065	0.723	0.600	0.604	0.953
ATP6V0E2	LAMTOR5	9606.ENSP00000411672	9606.ENSP00000256644	0	0	0	0	0.064	0	0.600	0	0.609
ATP6V0E2	RHEB	9606.ENSP00000411672	9606.ENSP00000262187	0	0	0	0	0.062	0	0.600	0	0.608
ATP6V0E2	RRAGB	9606.ENSP00000411672	9606.ENSP00000262850	0	0	0	0	0	0	0.600	0	0.600
ATP6V0E2	TCIRG1	9606.ENSP00000411672	9606.ENSP00000265686	0	0	0	0	0	0.526	0.600	0.430	0.882
ATP6V0E2	ATP6V1C2	9606.ENSP00000411672	9606.ENSP00000272238	0	0	0	0	0.062	0.594	0.600	0.540	0.920
ATP6V0E2	ATP6V1A	9606.ENSP00000411672	9606.ENSP00000273398	0	0	0	0	0.062	0.723	0.600	0.480	0.938
ATP6V0E2	FLCN	9606.ENSP00000411672	9606.ENSP00000285071	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E2	LAMTOR4	9606.ENSP00000411672	9606.ENSP00000343118	0	0	0	0	0.064	0	0.600	0	0.609
ATP6V0E2	ATP6V1H	9606.ENSP00000411672	9606.ENSP00000352522	0	0	0	0	0.063	0.631	0.600	0.669	0.948
ATP6V0E2	MTOR	9606.ENSP00000411672	9606.ENSP00000354558	0	0	0	0	0	0	0.600	0	0.600
ATP6V0E2	LAMTOR2	9606.ENSP00000411672	9606.ENSP00000357288	0	0	0	0	0.062	0	0.600	0	0.608
ATP6V0E2	RRAGD	9606.ENSP00000411672	9606.ENSP00000358423	0	0	0	0	0	0	0.600	0	0.600
ATP6V0E2	RRAGC	9606.ENSP00000411672	9606.ENSP00000362092	0	0	0	0	0	0	0.600	0	0.600
ATP6V0E2	ATP6V1G1	9606.ENSP00000411672	9606.ENSP00000363162	0	0	0	0	0.214	0.594	0.600	0.680	0.953
ATP6V0E2	ATP6V1C1	9606.ENSP00000411672	9606.ENSP00000379203	0	0	0	0	0.062	0.594	0.600	0.506	0.914
ATP6V0E2	SH3BP4	9606.ENSP00000411672	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E2	SESN1	9606.ENSP00000411672	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0	0.900
ATP6V0E2	GRAMD1A	9606.ENSP00000411672	9606.ENSP00000441032	0	0	0	0	0	0	0	0.457	0.457
ATP6V1A	ATP6V1D	9606.ENSP00000273398	9606.ENSP00000216442	0.295	0	0.439	0	0.300	0.995	0.800	0.906	0.999
ATP6V1A	NPRL2	9606.ENSP00000273398	9606.ENSP00000232501	0	0	0	0	0	0	0.900	0.122	0.908
ATP6V1A	ATP6V1B1	9606.ENSP00000273398	9606.ENSP00000234396	0.219	0	0.448	0.582	0.649	0.946	0.600	0.881	0.996
ATP6V1A	SESN2	9606.ENSP00000273398	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0.058	0.901
ATP6V1A	ATP6V1E1	9606.ENSP00000273398	9606.ENSP00000253413	0.219	0	0	0	0.346	0.993	0.800	0.860	0.999
ATP6V1A	LAMTOR5	9606.ENSP00000273398	9606.ENSP00000256644	0	0	0	0	0	0	0.600	0	0.600
ATP6V1A	RHEB	9606.ENSP00000273398	9606.ENSP00000262187	0	0	0	0	0.066	0.136	0.600	0.189	0.703
ATP6V1A	RRAGB	9606.ENSP00000273398	9606.ENSP00000262850	0	0	0	0	0.062	0.105	0.600	0.393	0.769
ATP6V1A	TCIRG1	9606.ENSP00000273398	9606.ENSP00000265686	0.167	0	0	0	0.234	0.701	0.600	0.774	0.979
ATP6V1A	ATP6V1C2	9606.ENSP00000273398	9606.ENSP00000272238	0	0	0	0	0.511	0.973	0.600	0.847	0.999
ATP6V1A	VPS35	9606.ENSP00000273398	9606.ENSP00000299138	0	0	0	0	0.290	0	0	0.197	0.406
ATP6V1A	CTSA	9606.ENSP00000273398	9606.ENSP00000361562	0	0	0	0	0.062	0	0	0.394	0.408
ATP6V1A	RAB1A	9606.ENSP00000273398	9606.ENSP00000387286	0	0	0	0	0.148	0.244	0	0.159	0.411
ATP6V1A	GBA	9606.ENSP00000273398	9606.ENSP00000314508	0	0	0	0	0	0.425	0	0	0.425
ATP6V1A	LAMP2	9606.ENSP00000273398	9606.ENSP00000408411	0	0	0	0	0.162	0.129	0	0.367	0.498
ATP6V1A	LAMTOR4	9606.ENSP00000273398	9606.ENSP00000343118	0	0	0	0	0	0	0.600	0	0.600
ATP6V1A	VPS41	9606.ENSP00000273398	9606.ENSP00000309457	0	0	0	0	0.084	0.115	0	0.559	0.611
ATP6V1A	MTOR	9606.ENSP00000273398	9606.ENSP00000354558	0	0	0	0	0.073	0.061	0.600	0.214	0.690
ATP6V1A	LAMTOR2	9606.ENSP00000273398	9606.ENSP00000357288	0	0	0	0	0.049	0.129	0.600	0.189	0.695
ATP6V1A	RRAGD	9606.ENSP00000273398	9606.ENSP00000358423	0	0	0	0	0.062	0.104	0.600	0.208	0.698
ATP6V1A	SESN1	9606.ENSP00000273398	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0.043	0.900
ATP6V1A	SH3BP4	9606.ENSP00000273398	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0	0.900
ATP6V1A	FLCN	9606.ENSP00000273398	9606.ENSP00000285071	0	0	0	0	0	0	0.900	0.486	0.946
ATP6V1A	RRAGC	9606.ENSP00000273398	9606.ENSP00000362092	0	0	0	0	0.082	0.918	0.600	0.302	0.976
ATP6V1A	ATP6V1G1	9606.ENSP00000273398	9606.ENSP00000363162	0	0	0	0	0.187	0.959	0.800	0.837	0.998
ATP6V1A	ATP6V1C1	9606.ENSP00000273398	9606.ENSP00000379203	0	0	0	0	0.538	0.943	0.800	0.886	0.999
ATP6V1A	ATP6V1H	9606.ENSP00000273398	9606.ENSP00000352522	0	0	0	0	0.818	0.978	0.800	0.903	0.999
ATP6V1B1	ATP6V1D	9606.ENSP00000234396	9606.ENSP00000216442	0.219	0	0.441	0	0.351	0.972	0.600	0.842	0.999
ATP6V1B1	VPS18	9606.ENSP00000234396	9606.ENSP00000220509	0	0	0	0	0	0.532	0	0.132	0.576
ATP6V1B1	NPRL2	9606.ENSP00000234396	9606.ENSP00000232501	0	0	0	0	0	0.118	0.900	0	0.908
ATP6V1B1	LAMTOR5	9606.ENSP00000234396	9606.ENSP00000256644	0	0	0	0	0	0	0.600	0.062	0.608
ATP6V1B1	LAMTOR4	9606.ENSP00000234396	9606.ENSP00000343118	0	0	0	0	0	0	0.600	0.084	0.618
ATP6V1B1	RHEB	9606.ENSP00000234396	9606.ENSP00000262187	0	0	0	0	0.049	0.057	0.600	0.067	0.620
ATP6V1B1	MTOR	9606.ENSP00000234396	9606.ENSP00000354558	0	0	0	0	0.062	0.060	0.600	0.055	0.622
ATP6V1B1	RRAGD	9606.ENSP00000234396	9606.ENSP00000358423	0	0	0	0	0.066	0.102	0.600	0.101	0.658
ATP6V1B1	RRAGC	9606.ENSP00000234396	9606.ENSP00000362092	0	0	0	0	0.066	0.102	0.600	0.151	0.677
ATP6V1B1	RRAGB	9606.ENSP00000234396	9606.ENSP00000262850	0	0	0	0	0.062	0.247	0.600	0.062	0.699
ATP6V1B1	LAMTOR2	9606.ENSP00000234396	9606.ENSP00000357288	0	0	0	0	0	0	0.600	0.303	0.709
ATP6V1B1	FLCN	9606.ENSP00000234396	9606.ENSP00000285071	0	0	0	0	0.049	0	0.900	0	0.900
ATP6V1B1	SESN2	9606.ENSP00000234396	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0	0.900
ATP6V1B1	SESN1	9606.ENSP00000234396	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0	0.900
ATP6V1B1	SH3BP4	9606.ENSP00000234396	9606.ENSP00000386862	0	0	0	0	0.071	0	0.900	0	0.903
ATP6V1B1	ATP6V1H	9606.ENSP00000234396	9606.ENSP00000352522	0	0	0	0	0.521	0.807	0.600	0.822	0.992
ATP6V1B1	TCIRG1	9606.ENSP00000234396	9606.ENSP00000265686	0.111	0	0	0	0.237	0.823	0.600	0.928	0.995
ATP6V1B1	ATP6V1G1	9606.ENSP00000234396	9606.ENSP00000363162	0	0	0	0	0.126	0.945	0.600	0.840	0.996
ATP6V1B1	ATP6V1C2	9606.ENSP00000234396	9606.ENSP00000272238	0	0	0	0	0.344	0.934	0.600	0.829	0.996
ATP6V1B1	ATP6V1C1	9606.ENSP00000234396	9606.ENSP00000379203	0	0	0	0	0.344	0.919	0.600	0.880	0.997
ATP6V1B1	ATP6V1E1	9606.ENSP00000234396	9606.ENSP00000253413	0.167	0	0	0	0.365	0.970	0.600	0.811	0.998
ATP6V1C1	ATP6V1D	9606.ENSP00000379203	9606.ENSP00000216442	0	0	0	0	0.649	0.941	0.800	0.845	0.999
ATP6V1C1	NPRL2	9606.ENSP00000379203	9606.ENSP00000232501	0	0	0	0	0.062	0	0.900	0.058	0.903
ATP6V1C1	SESN2	9606.ENSP00000379203	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0.049	0.900
ATP6V1C1	ATP6V1E1	9606.ENSP00000379203	9606.ENSP00000253413	0	0	0	0	0.473	0.955	0.800	0.799	0.998
ATP6V1C1	EXOC4	9606.ENSP00000379203	9606.ENSP00000253861	0	0	0	0	0	0	0	0.510	0.510
ATP6V1C1	LAMTOR5	9606.ENSP00000379203	9606.ENSP00000256644	0	0	0	0	0.065	0.272	0.600	0	0.703
ATP6V1C1	RHEB	9606.ENSP00000379203	9606.ENSP00000262187	0	0	0	0	0.083	0.148	0.600	0.043	0.660
ATP6V1C1	RRAGB	9606.ENSP00000379203	9606.ENSP00000262850	0	0	0	0	0.066	0	0.600	0.445	0.774
ATP6V1C1	TCIRG1	9606.ENSP00000379203	9606.ENSP00000265686	0	0	0	0	0.150	0.568	0.600	0.745	0.957
ATP6V1C1	ATP6V1C2	9606.ENSP00000379203	9606.ENSP00000272238	0	0	0	0.964	0	0.675	0.900	0.712	0.966
ATP6V1C1	FLCN	9606.ENSP00000379203	9606.ENSP00000285071	0	0	0	0	0	0	0.900	0.082	0.904
ATP6V1C1	VPS35	9606.ENSP00000379203	9606.ENSP00000299138	0	0	0	0	0.065	0.426	0	0.106	0.479
ATP6V1C1	LAMTOR4	9606.ENSP00000379203	9606.ENSP00000343118	0	0	0	0	0	0	0.600	0.045	0.601
ATP6V1C1	ATP6V1H	9606.ENSP00000379203	9606.ENSP00000352522	0	0	0	0	0.675	0.788	0.800	0.849	0.997
ATP6V1C1	MTOR	9606.ENSP00000379203	9606.ENSP00000354558	0	0	0	0	0.062	0	0.600	0.094	0.630
ATP6V1C1	LAMTOR2	9606.ENSP00000379203	9606.ENSP00000357288	0	0	0	0	0	0	0.600	0.120	0.632
ATP6V1C1	RRAGD	9606.ENSP00000379203	9606.ENSP00000358423	0	0	0	0	0.068	0	0.600	0.109	0.638
ATP6V1C1	RRAGC	9606.ENSP00000379203	9606.ENSP00000362092	0	0	0	0	0.087	0	0.600	0.229	0.694
ATP6V1C1	ATP6V1G1	9606.ENSP00000379203	9606.ENSP00000363162	0	0	0	0	0.150	0.711	0.800	0.807	0.989
ATP6V1C1	SESN1	9606.ENSP00000379203	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0.049	0.900
ATP6V1C1	SH3BP4	9606.ENSP00000379203	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0.055	0.901
ATP6V1C2	ATP6V1D	9606.ENSP00000272238	9606.ENSP00000216442	0	0	0	0	0.648	0.914	0.600	0.835	0.997
ATP6V1C2	NPRL2	9606.ENSP00000272238	9606.ENSP00000232501	0	0	0	0	0.062	0	0.900	0.058	0.903
ATP6V1C2	SESN2	9606.ENSP00000272238	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0.092	0.905
ATP6V1C2	ATP6V1E1	9606.ENSP00000272238	9606.ENSP00000253413	0	0	0	0	0.461	0.931	0.600	0.769	0.996
ATP6V1C2	LAMTOR5	9606.ENSP00000272238	9606.ENSP00000256644	0	0	0	0	0.062	0	0.600	0	0.608
ATP6V1C2	RHEB	9606.ENSP00000272238	9606.ENSP00000262187	0	0	0	0	0.065	0.148	0.600	0	0.653
ATP6V1C2	RRAGB	9606.ENSP00000272238	9606.ENSP00000262850	0	0	0	0	0.063	0	0.600	0.041	0.609
ATP6V1C2	TCIRG1	9606.ENSP00000272238	9606.ENSP00000265686	0	0	0	0	0.150	0.568	0.600	0.735	0.955
ATP6V1C2	LAMTOR4	9606.ENSP00000272238	9606.ENSP00000343118	0	0	0	0	0	0	0.600	0	0.600
ATP6V1C2	MTOR	9606.ENSP00000272238	9606.ENSP00000354558	0	0	0	0	0.062	0	0.600	0.049	0.612
ATP6V1C2	LAMTOR2	9606.ENSP00000272238	9606.ENSP00000357288	0	0	0	0	0	0	0.600	0.097	0.623
ATP6V1C2	RRAGD	9606.ENSP00000272238	9606.ENSP00000358423	0	0	0	0	0.068	0	0.600	0.101	0.635
ATP6V1C2	RRAGC	9606.ENSP00000272238	9606.ENSP00000362092	0	0	0	0	0.068	0	0.600	0.101	0.635
ATP6V1C2	SH3BP4	9606.ENSP00000272238	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0	0.900
ATP6V1C2	SESN1	9606.ENSP00000272238	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0.059	0.901
ATP6V1C2	FLCN	9606.ENSP00000272238	9606.ENSP00000285071	0	0	0	0	0	0	0.900	0.062	0.902
ATP6V1C2	ATP6V1H	9606.ENSP00000272238	9606.ENSP00000352522	0	0	0	0	0.653	0.788	0.600	0.837	0.994
ATP6V1C2	ATP6V1G1	9606.ENSP00000272238	9606.ENSP00000363162	0	0	0	0	0.146	0.939	0.600	0.797	0.995
ATP6V1D	SCOC	9606.ENSP00000216442	9606.ENSP00000477352	0	0	0	0	0.084	0	0	0.557	0.578
ATP6V1D	MTOR	9606.ENSP00000216442	9606.ENSP00000354558	0	0	0	0	0.062	0.056	0.600	0	0.614
ATP6V1D	LAMTOR4	9606.ENSP00000216442	9606.ENSP00000343118	0	0	0	0	0.082	0	0.600	0	0.617
ATP6V1D	LAMTOR5	9606.ENSP00000216442	9606.ENSP00000256644	0	0	0	0	0.084	0	0.600	0	0.618
ATP6V1D	RHEB	9606.ENSP00000216442	9606.ENSP00000262187	0	0	0	0	0.098	0.056	0.600	0.089	0.648
ATP6V1D	RRAGD	9606.ENSP00000216442	9606.ENSP00000358423	0	0	0	0	0.062	0.102	0.600	0.108	0.659
ATP6V1D	RRAGC	9606.ENSP00000216442	9606.ENSP00000362092	0	0	0	0	0.081	0.102	0.600	0.117	0.669
ATP6V1D	LAMTOR2	9606.ENSP00000216442	9606.ENSP00000357288	0	0	0	0	0.100	0	0.600	0.198	0.686
ATP6V1D	RRAGB	9606.ENSP00000216442	9606.ENSP00000262850	0	0	0	0	0.062	0.355	0.600	0.103	0.754
ATP6V1D	FLCN	9606.ENSP00000216442	9606.ENSP00000285071	0	0	0	0	0	0	0.900	0	0.900
ATP6V1D	SESN2	9606.ENSP00000216442	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0	0.900
ATP6V1D	SH3BP4	9606.ENSP00000216442	9606.ENSP00000386862	0	0	0	0	0	0	0.900	0	0.900
ATP6V1D	NPRL2	9606.ENSP00000216442	9606.ENSP00000232501	0	0	0	0	0	0	0.900	0	0.900
ATP6V1D	SESN1	9606.ENSP00000216442	9606.ENSP00000393762	0	0	0	0	0	0	0.900	0	0.900
ATP6V1D	TCIRG1	9606.ENSP00000216442	9606.ENSP00000265686	0.167	0	0	0	0.065	0.865	0.600	0.573	0.978
ATP6V1D	ATP6V1E1	9606.ENSP00000216442	9606.ENSP00000253413	0.219	0	0	0	0.590	0.996	0.800	0.838	0.999
ATP6V1D	ATP6V1H	9606.ENSP00000216442	9606.ENSP00000352522	0	0	0	0	0.454	0.983	0.900	0.878	0.999
ATP6V1D	ATP6V1G1	9606.ENSP00000216442	9606.ENSP00000363162	0	0	0	0	0.329	0.966	0.800	0.855	0.999
ATP6V1E1	NPRL2	9606.ENSP00000253413	9606.ENSP00000232501	0	0	0	0	0	0	0.900	0	0.900
ATP6V1E1	SESN2	9606.ENSP00000253413	9606.ENSP00000253063	0	0	0	0	0	0	0.900	0	0.900
ATP6V1E1	RRAGB	9606.ENSP00000253413	9606.ENSP00000262850	0	0	0	0	0	0	0.600	0	0.600
ATP6V1E1	MTOR	9606.ENSP00000253413	9606.ENSP00000354558	0	0	0	0	0.049	0	0.600	0	0.603
ATP6V1E1	RRAGD	9606.ENSP00000253413	9606.ENSP00000358423	0	0	0	0	0.052	0	0.600	0.042	0.605
ATP6V1E1	LAMTOR4	9606.ENSP00000253413	9606.ENSP00000343118	0	0	0	0	0.067	0	0.600	0	0.611
ATP6V1E1	LAMTOR2	9606.ENSP00000253413	9606.ENSP00000357288	0	0	0	0	0.063	0	0.600	0.048	0.612
ATP6V1E1	LAMTOR5	9606.ENSP00000253413	9606.ENSP00000256644	0	0	0	0	0.098	0	0.600	0	0.623
